Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
2017S004615,Sant Martí,El Camp de l'Arpa Del Clot,Las Navas de Tolosa,Thursday,May,25,14,Afternoon,1,0,1,3,2.1852720000000003,41.416365
2017S007775,Sant Martí,El Camp de l'Arpa Del Clot,Indústria / Trinxant,Wednesday,September,20,12,Morning,1,0,1,2,2.183245,41.416336
2017S004484,Sant Martí,El Camp de l'Arpa Del Clot,Trinxant / Indústria,Saturday,May,20,21,Afternoon,1,0,1,2,2.183245,41.416336
2017S010680,Sant Martí,El Camp de l'Arpa Del Clot,Indústria,Tuesday,December,26,20,Afternoon,2,0,2,1,2.183561,41.416371999999996
2017S005152,Sant Martí,El Camp de l'Arpa Del Clot,Indústria,Monday,June,12,15,Afternoon,1,0,1,1,2.184059,41.416763
2017S003932,Sant Martí,El Camp de l'Arpa Del Clot,Maragall,Wednesday,May,3,20,Afternoon,1,0,1,1,2.181225,41.413958
2017S010348,Sant Martí,El Camp de l'Arpa Del Clot,Indústria,Thursday,December,14,20,Afternoon,1,0,1,2,2.18229,41.415772
2017S000245,Sant Martí,El Camp de l'Arpa Del Clot,St Antoni M Claret / Pg Maragall,Wednesday,January,11,7,Morning,1,0,1,2,2.180453,41.41579
2017S005695,Sant Martí,El Camp de l'Arpa Del Clot,Sant Antoni Maria Claret / Guinardó,Friday,June,30,12,Morning,1,0,1,2,2.18114,41.416295
2017S007384,Sant Martí,El Camp de l'Arpa Del Clot,Sant Antoni Maria Claret,Monday,September,4,16,Afternoon,0,1,1,2,2.176324,41.412546
2017S008080,Sant Martí,El Camp de l'Arpa Del Clot,Sant Antoni Maria Claret,Saturday,September,30,19,Afternoon,1,0,1,2,2.176324,41.412546
2017S003439,Sant Martí,El Camp de l'Arpa Del Clot,Còrsega / Còrsega,Monday,April,17,14,Afternoon,1,0,1,2,2.178314,41.410784
2017S002410,Sant Martí,El Camp de l'Arpa Del Clot,Còrsega / Dos de Maig,Saturday,March,25,14,Afternoon,4,0,4,2,2.1777189999999997,41.410323
2017S009296,Sant Martí,El Camp de l'Arpa Del Clot,Indústria,Thursday,November,9,22,Night,1,0,1,1,2.17674,41.411445
2017S010102,Sant Martí,El Camp de l'Arpa Del Clot,Rosselló / Independència,Monday,December,4,0,Night,2,0,2,2,2.1801,41.410287
2017S002158,Sant Martí,El Camp de l'Arpa Del Clot,València,Friday,March,17,16,Afternoon,1,0,1,2,2.1848549999999998,41.408993
2017S007606,Sant Martí,El Camp de l'Arpa Del Clot,València,Thursday,September,14,14,Afternoon,1,0,1,2,2.154877,41.38621
2017S007805,Sant Martí,El Camp de l'Arpa Del Clot,València / Independència,Wednesday,September,20,20,Afternoon,0,1,1,2,2.183407,41.407785
2017S008987,Sant Martí,El Camp de l'Arpa Del Clot,València,Monday,October,30,20,Afternoon,1,0,1,2,2.1840330000000003,41.408102
2017S002244,Sant Martí,El Camp de l'Arpa Del Clot,Aragó / Corunya,Monday,March,20,19,Afternoon,1,0,1,2,2.185732,41.407803
2017S001012,Sant Martí,El Camp de l'Arpa Del Clot,Mallorca,Tuesday,February,7,11,Morning,1,0,1,1,2.181775,41.408393
2017S009722,Sant Martí,El Camp de l'Arpa Del Clot,Mallorca,Wednesday,November,22,20,Afternoon,1,0,1,2,2.181955,41.408528999999994
2017S001895,Sant Martí,El Camp de l'Arpa Del Clot,Dos De Maig / Mallorca,Wednesday,March,8,12,Morning,1,0,1,2,2.181123,41.407749
2017S008277,Sant Martí,El Camp de l'Arpa Del Clot,Mallorca / Dos de Maig,Saturday,October,7,6,Morning,2,0,2,4,2.181123,41.407749
2017S004380,Sant Martí,El Camp de l'Arpa Del Clot,València / Independència,Wednesday,May,17,13,Morning,0,0,0,2,2.183407,41.407785
2017S001233,Sant Martí,El Camp de l'Arpa Del Clot,València,Tuesday,February,14,16,Afternoon,1,0,1,1,2.1857509999999998,41.409684000000006
2017S007303,Sant Martí,El Camp de l'Arpa Del Clot,València,Thursday,August,31,21,Afternoon,0,1,1,1,2.185811,41.409729999999996
2017S007003,Sant Martí,El Camp de l'Arpa Del Clot,Aragó / Corunya,Tuesday,August,15,18,Afternoon,1,0,1,2,2.185732,41.407803
2017S000893,Sant Martí,El Camp de l'Arpa Del Clot,Aragó,Thursday,February,2,9,Morning,1,0,1,2,2.18647,41.408498
2017S001163,Sant Martí,El Camp de l'Arpa Del Clot,Av Meridiana / Aragó,Saturday,February,11,15,Afternoon,1,0,1,2,2.186855,41.408522999999995
2017S007277,Sant Martí,El Camp de l'Arpa Del Clot,Independència / Enamorats,Thursday,August,31,7,Morning,2,0,2,3,2.183965,41.407337
2017S002245,Sant Martí,El Clot,Av Meridiana / Sèquia Comtal,Monday,March,20,19,Afternoon,1,0,1,1,2.186855,41.408522999999995
2017S009302,Sant Martí,El Clot,Meridiana,Friday,November,10,11,Morning,1,0,1,1,2.187185,41.408131
2017S002101,Sant Martí,El Clot,Independència / Aragó,Wednesday,March,15,23,Night,1,0,1,1,2.18452,41.406912
2017S005169,Sant Martí,El Clot,Corts Catalanes / Glòries Catalanes,Tuesday,June,13,9,Morning,1,0,1,2,2.185863,41.402617
2017S006669,Sant Martí,El Clot,Corts Catalanes,Tuesday,August,1,19,Afternoon,1,0,1,2,2.188084,41.404624
2017S005643,Sant Martí,El Clot,Badajoz / Diagonal,Wednesday,June,28,19,Afternoon,1,0,1,2,2.188682,41.403765
2017S000296,Sant Martí,El Clot,Independència / Av Meridiana,Thursday,January,12,12,Morning,1,0,1,2,2.1868540000000003,41.405403
2017S000609,Sant Martí,El Clot,Aragó,Monday,January,23,16,Afternoon,1,0,1,2,2.185564,41.407540999999995
2017S005444,Sant Martí,Sant Martí de Provençals,Corts Catalanes,Wednesday,June,21,19,Afternoon,1,0,1,1,2.196643,41.411561
2017S007332,Sant Martí,Sant Martí de Provençals,Corts Catalanes / Espronceda,Friday,September,1,18,Afternoon,0,0,0,1,2.197063,41.411044
2017S000726,Sant Martí,Sant Martí de Provençals,Rbla Guipúscoa / Espronceda,Friday,January,27,17,Afternoon,2,0,2,2,2.193542,41.413696
2017S001891,Sant Martí,Sant Martí de Provençals,Rbla Guipúscoa,Wednesday,March,8,10,Morning,1,0,1,2,2.194216,41.414467
2017S000532,Sant Martí,El Clot,Independència,Friday,January,20,11,Morning,1,0,1,2,2.186061,41.405891
2017S006453,Sant Martí,El Clot,Consell de Cent / Independència,Monday,July,24,15,Afternoon,1,0,1,2,2.185657,41.406065000000005
2017S004345,Sant Martí,El Camp de l'Arpa Del Clot,València,Tuesday,May,16,13,Morning,1,0,1,2,2.186425,41.409909999999996
2017S000869,Sant Martí,El Camp de l'Arpa Del Clot,Av Meridiana,Wednesday,February,1,18,Afternoon,1,0,1,2,2.186557,41.409003999999996
2017S001562,Sant Martí,El Camp de l'Arpa Del Clot,Av Meridiana,Saturday,February,25,8,Morning,1,0,1,2,2.18656,41.410613
2017S009772,Sant Martí,El Camp de l'Arpa Del Clot,Meridiana / València,Friday,November,24,8,Morning,2,0,2,3,2.186877,41.410354
2017S007600,Sant Martí,El Clot,Bilbao / Aragó,Wednesday,September,13,23,Night,1,0,1,5,2.191279,41.411972999999996
2017S000137,Sant Martí,El Clot,Aragó,Friday,January,6,22,Night,1,0,1,2,2.1884,41.410069
2017S008267,Sant Martí,El Clot,Corts Catalanes / Poblenou,Friday,October,6,20,Afternoon,1,0,1,2,2.192552,41.407639
2017S007951,Sant Martí,El Clot,Concili de Trento / Lope de Vega,Tuesday,September,26,12,Morning,1,0,1,1,2.193547,41.411986999999996
2017S006854,Sant Martí,El Clot,Aragó / Las Navas de Tolosa,Tuesday,August,8,23,Night,1,0,1,2,2.191279,41.411972999999996
2017S006079,Sant Martí,El Clot,València,Wednesday,July,12,17,Afternoon,1,0,1,1,2.187637,41.410827000000005
2017S004641,Sant Martí,El Clot,Lope de Vega / Concili de Trento,Friday,May,26,8,Morning,1,0,1,3,2.193547,41.411986999999996
2017S003623,Sant Martí,El Clot,Meridiana / Trinxant,Sunday,April,23,11,Morning,1,0,1,2,2.186892,41.413523
2017S008103,Sant Martí,El Clot,Las Navas de Tolosa / Múrcia,Sunday,October,1,21,Afternoon,2,0,2,2,2.187887,41.414538
2017S003940,Sant Martí,El Clot,Bilbao,Thursday,May,4,10,Morning,1,0,1,3,2.19303,41.410796000000005
2017S006732,Sant Martí,la Verneda I la Pau,Concili de Trento / Extremadura,Wednesday,August,2,11,Morning,1,0,1,2,2.211398,41.421881
2017S003914,Sant Martí,El Besòs I El Maresme,Litoral (Llobregat),Wednesday,May,3,11,Morning,4,0,4,2,2.221726,41.410514
2017S001257,Sant Martí,la Verneda I la Pau,Rbla Prim / Rbla Guipúscoa,Wednesday,February,15,1,Night,1,0,1,2,2.2049090000000002,41.422204
2017S010414,Sant Martí,El Besòs I El Maresme,Eduard Maristany,Saturday,December,16,18,Afternoon,1,0,1,2,2.22051,41.412138
2017S003078,Sant Martí,El Besòs I El Maresme,Prim,Monday,April,3,19,Afternoon,0,0,0,1,2.216609,41.413737
2017S010707,Sant Martí,Sant Martí de Provençals,Guipúscoa / Agricultura,Wednesday,December,27,16,Afternoon,2,0,2,2,2.2003630000000003,41.418811
2017S009012,Sant Martí,Sant Martí de Provençals,Cantàbria / Concili de Trento,Tuesday,October,31,19,Afternoon,1,0,1,2,2.202633,41.418803000000004
2017S005997,Sant Martí,la Verneda I la Pau,Guipúscoa,Monday,July,10,15,Afternoon,2,0,2,1,2.201852,41.419652
2017S005176,Sant Martí,la Verneda I la Pau,Santander / Ca N'Oliva,Tuesday,June,13,14,Afternoon,1,0,1,3,2.201282,41.426638
2017S000123,Sant Martí,la Verneda I la Pau,Santander,Thursday,January,5,17,Afternoon,2,0,2,2,2.20173,41.427479999999996
2017S005072,Sant Martí,la Verneda I la Pau,Santander,Friday,June,9,17,Afternoon,1,0,1,2,2.2005529999999998,41.426415999999996
2017S007144,Sant Martí,la Verneda I la Pau,Guipúscoa,Wednesday,August,23,20,Afternoon,1,0,1,1,2.2024,41.420066
2017S000944,Sant Martí,Sant Martí de Provençals,Cantàbria,Friday,February,3,20,Afternoon,1,0,1,1,2.2043220000000003,41.417325
2017S000612,Sant Martí,la Verneda I la Pau,Cantàbria,Monday,January,23,18,Afternoon,1,0,1,3,2.198959,41.423403
2017S002424,Sant Martí,la Verneda I la Pau,Santander,Sunday,March,26,6,Morning,1,0,1,1,2.198539,41.42411
2017S008874,Sant Martí,Provençals Del Poblenou,Diagonal / Bac de Roda,Thursday,October,26,21,Afternoon,1,0,1,2,2.2039619999999998,41.407568
2017S003235,Sant Martí,El Besòs I El Maresme,Prim,Friday,April,7,18,Afternoon,0,0,0,2,2.21694,41.412696999999994
2017S006914,Sant Martí,El Besòs I El Maresme,Prim / Pujades,Friday,August,11,15,Afternoon,1,0,1,2,2.216424,41.413489
2017S001120,Sant Martí,Provençals Del Poblenou,Pere Iv,Friday,February,10,10,Morning,2,0,2,2,2.20713,41.414859
2017S004843,Sant Martí,El Besòs I El Maresme,Llull,Friday,June,2,6,Morning,1,0,1,1,2.216113,41.411226
2017S002075,Sant Martí,Provençals Del Poblenou,Selva De Mar / Veneçuela,Wednesday,March,15,8,Morning,2,0,2,1,2.20736,41.410118
2017S008856,Sant Martí,Provençals Del Poblenou,Diagonal / Bac de Roda,Thursday,October,26,8,Morning,1,0,1,1,2.2039619999999998,41.407568
2017S004209,Sant Martí,El Besòs I El Maresme,Maresme / Bolívia,Friday,May,12,0,Night,2,0,2,2,2.209648,41.416875
2017S008566,Sant Martí,El Poblenou,Ramon Turró / Ciutat de Granada,Wednesday,October,18,9,Morning,3,0,3,2,2.199459,41.397299
2017S002006,Sant Martí,El Poblenou,Av Litoral,Sunday,March,12,4,Night,1,0,1,1,2.2087060000000003,41.397420000000004
2017S004941,Sant Martí,El Poblenou,Llull,Tuesday,June,6,9,Morning,1,0,1,2,2.19633,41.396815000000004
2017S002347,Sant Martí,El Poblenou,Llull / Ciutat de Granada,Thursday,March,23,19,Afternoon,1,0,1,2,2.198332,41.398139
2017S010097,Sant Martí,El Poblenou,Badajoz / Icària,Sunday,December,3,13,Morning,1,0,1,2,2.200803,41.394523
2017S000122,Sant Martí,El Poblenou,Rbla Prim / Gv Corts Catalanes,Thursday,January,5,19,Afternoon,0,0,0,1,2.208398,41.419569
2017S003738,Sant Martí,Provençals Del Poblenou,Espronceda,Thursday,April,27,10,Morning,1,0,1,2,2.2018560000000003,41.407389
2017S007503,Sant Martí,Provençals Del Poblenou,Espronceda / Perú,Saturday,September,9,15,Afternoon,2,0,2,2,2.198342,41.410089
2017S001061,Sant Martí,Provençals Del Poblenou,Ctra C-31,Wednesday,February,8,17,Afternoon,0,0,0,3,2.205805,41.417384000000006
2017S007904,Sant Martí,Provençals Del Poblenou,Corts Catalanes / Bac de Roda,Sunday,September,24,9,Morning,1,0,1,4,2.1981900000000003,41.411891
2017S010082,Sant Martí,Provençals Del Poblenou,Espronceda / Corts Catalanes,Saturday,December,2,13,Morning,0,0,0,1,2.197063,41.411044
2017S004702,Sant Martí,Provençals Del Poblenou,C-31,Sunday,May,28,8,Morning,2,0,2,2,2.19735,41.411031
2017S008946,Sant Martí,Provençals Del Poblenou,Marroc / Bac de Roda,Sunday,October,29,17,Afternoon,1,0,1,1,2.201731,41.409239
2017S006672,Sant Martí,Provençals Del Poblenou,C-31,Tuesday,August,1,21,Afternoon,1,0,1,2,2.193034,41.407835
2017S005878,Sant Martí,Provençals Del Poblenou,Corts Catalanes / Selva de Mar,Wednesday,July,5,16,Afternoon,0,0,0,2,2.201634,41.414446999999996
2017S009684,Sant Martí,Provençals Del Poblenou,Josep Pla / Perú,Tuesday,November,21,22,Night,1,0,1,2,2.206224,41.416095
2017S001113,Sant Martí,Provençals Del Poblenou,Bilbao / Gv Corts Catalanes,Friday,February,10,9,Morning,1,0,1,1,2.194859,41.409289
2017S003816,Sant Martí,Provençals Del Poblenou,Perú / Selva de Mar,Saturday,April,29,14,Afternoon,1,0,1,2,2.2028939999999997,41.413519
2017S005995,Sant Martí,Provençals Del Poblenou,Perú,Monday,July,10,14,Afternoon,1,0,1,1,2.205048,41.414983
2017S000591,Sant Martí,Provençals Del Poblenou,Selva De Mar / Gv Corts Catalanes,Sunday,January,22,19,Afternoon,1,0,1,1,2.201634,41.414446999999996
2017S001862,Sant Martí,Provençals Del Poblenou,Pere Iv / Fluvià,Tuesday,March,7,9,Morning,1,0,1,2,2.2030380000000003,41.40997
2017S003392,Sant Martí,Provençals Del Poblenou,Veneçuela / Selva de Mar,Friday,April,14,11,Morning,1,0,1,2,2.20736,41.410118
2017S007682,Sant Martí,Provençals Del Poblenou,Diagonal / Bilbao,Saturday,September,16,22,Night,1,0,1,2,2.198352,41.406690000000005
2017S004402,Sant Martí,Provençals Del Poblenou,Perú / Poblenou,Thursday,May,18,10,Morning,1,0,1,2,2.193796,41.406675
2017S001437,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Provençals / Pujades,Tuesday,February,21,8,Morning,1,0,1,1,2.208511,41.407540000000004
2017S009997,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Bac de Roda / Diagonal,Thursday,November,30,19,Afternoon,2,0,2,2,2.20452,41.407344
2017S004372,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Pellaires,Wednesday,May,17,9,Morning,1,0,1,1,2.210245,41.404509000000004
2017S004224,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Pellaires,Friday,May,12,12,Morning,0,0,0,2,2.209333,41.403729
2017S003904,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Diagonal,Wednesday,May,3,7,Morning,1,0,1,1,2.209629,41.40958
2017S005550,Sant Martí,El Poblenou,Bilbao / Ramon Turró,Sunday,June,25,20,Afternoon,3,0,3,4,2.205233,41.401617
2017S003533,Sant Martí,El Poblenou,Tànger / Poblenou,Thursday,April,20,17,Afternoon,1,0,1,1,2.196057,41.404944
2017S007185,Sant Martí,El Poblenou,Antic de València,Saturday,August,26,9,Morning,0,0,0,1,2.202391,41.406085
2017S003838,Sant Martí,El Poblenou,Pujades,Sunday,April,30,11,Morning,2,0,2,3,2.200855,41.401938
2017S008465,Sant Martí,El Poblenou,Litoral (Besòs),Saturday,October,14,18,Afternoon,2,0,2,2,2.204611,41.393827
2017S003629,Sant Martí,El Poblenou,Litoral (Besòs),Sunday,April,23,15,Afternoon,5,0,5,5,2.2018,41.392004
2017S004526,Sant Martí,El Poblenou,Litoral (Llobregat),Monday,May,22,9,Morning,1,0,1,2,2.205981,41.395376
2017S002436,Sant Martí,El Poblenou,Rda Litoral(Llobre,Monday,March,27,8,Morning,1,0,1,2,2.203103,41.393091999999996
2017S003016,Sant Martí,El Parc I la Llacuna Del Poblenou,Buenaventura Muñoz / Meridiana,Saturday,April,1,18,Afternoon,1,0,1,2,2.1868689999999997,41.393128999999995
2017S003290,Sant Martí,El Parc I la Llacuna Del Poblenou,Marina / Llull,Monday,April,10,15,Afternoon,2,0,2,2,2.190224,41.392272999999996
2017S004342,Sant Martí,El Parc I la Llacuna Del Poblenou,Almogàvers / Sardenya,Tuesday,May,16,12,Morning,1,0,1,2,2.1858049999999998,41.393971
2017S006013,Sant Martí,El Parc I la Llacuna Del Poblenou,Marina / Buenaventura Muñoz,Tuesday,July,11,9,Morning,1,0,1,1,2.187949,41.393957
2017S000456,Sant Martí,El Parc I la Llacuna Del Poblenou,Almogàvers,Tuesday,January,17,14,Afternoon,1,0,1,2,2.1897349999999998,41.396734
2017S007632,Sant Martí,El Parc I la Llacuna Del Poblenou,Castillejos / Meridiana,Friday,September,15,9,Morning,1,0,1,2,2.1869509999999996,41.399893
2017S005194,Sant Martí,El Parc I la Llacuna Del Poblenou,Llull / Zamora,Tuesday,June,13,21,Afternoon,1,0,1,2,2.1925470000000002,41.393928
2017S009929,Sant Martí,El Parc I la Llacuna Del Poblenou,Buenaventura Muñoz / Meridiana,Tuesday,November,28,18,Afternoon,1,0,1,2,2.1868689999999997,41.393128999999995
2017S010245,Sant Martí,El Parc I la Llacuna Del Poblenou,Glòries Catalanes,Monday,December,11,10,Morning,1,0,1,2,2.1880330000000003,41.402572
2017S005770,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Garcia Fària,Monday,July,3,16,Afternoon,1,0,1,2,2.2096400000000003,41.400669
2017S007662,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Garcia Fària / Provençals,Friday,September,15,23,Night,0,0,0,1,2.213772,41.403526
2017S010115,Sant Martí,El Parc I la Llacuna Del Poblenou,Diagonal / Ciutat de Granada,Monday,December,4,14,Afternoon,1,0,1,2,2.1903669999999997,41.404181
2017S008757,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral,Sunday,October,22,15,Afternoon,1,0,1,2,2.21088,41.400104
2017S008323,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Garcia Fària,Saturday,July,15,13,Morning,2,0,2,2,2.215322,41.404969
2017S007902,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Garcia Fària,Sunday,September,24,4,Night,1,0,1,1,2.218669,41.407651
2017S010551,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral (Llobregat),Thursday,December,21,2,Night,2,0,2,1,2.222171,41.411355
2017S005323,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Josep Pla / Garcia Fària,Saturday,June,17,22,Night,2,0,2,2,2.218332,41.406911
2017S006639,Sant Martí,El Parc I la Llacuna Del Poblenou,Badajoz,Monday,July,31,8,Morning,1,0,1,2,2.194493,41.399488
2017S006839,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,B-10 (Llobregat),Tuesday,August,8,13,Morning,2,0,2,1,2.217908,41.405822
2017S008561,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral (Llobregat),Wednesday,October,18,7,Morning,0,0,0,2,2.217908,41.405822
2017S009139,Sant Martí,El Parc I la Llacuna Del Poblenou,Badajoz,Saturday,November,4,20,Afternoon,3,0,3,2,2.193389,41.400040000000004
2017S004670,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral,Friday,May,26,21,Afternoon,2,0,2,2,2.214286,41.402570000000004
2017S005668,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral,Thursday,June,29,19,Afternoon,1,0,1,2,2.201548,41.391096999999995
2017S008675,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Bac de Roda,Friday,October,20,17,Afternoon,1,0,1,2,2.2111259999999997,41.401901
2017S010420,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral (Llobregat),Saturday,December,16,19,Afternoon,1,0,1,2,2.213735,41.402829
2017S002461,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Ctra B-10 (Llobre),Tuesday,March,28,7,Morning,1,0,1,2,2.213735,41.402829
2017S009070,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Litoral (Llobregat),Friday,November,3,7,Morning,1,0,1,2,2.2128799999999997,41.402187
2017S006098,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Llevant / Diagonal,Thursday,July,13,12,Morning,1,0,1,2,2.219305,41.411328000000005
2017S004792,Sant Martí,El Parc I la Llacuna Del Poblenou,Badajoz,Wednesday,May,31,13,Morning,2,0,2,2,2.190701,41.402084
2017S002477,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Rda Litoral(Besòs),Tuesday,March,28,15,Afternoon,1,0,1,2,2.2147580000000002,41.403345
2017S000327,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Rda Litoral(Besòs),Friday,January,13,14,Afternoon,3,0,3,4,2.217285,41.4053
2017S001205,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Rda Litoral(Llobre,Monday,February,13,18,Afternoon,1,0,1,2,2.218003,41.406044
2017S001333,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Rda Litoral(Besòs),Friday,February,17,14,Afternoon,4,0,4,4,2.21559,41.404004
2017S007492,Sant Martí,El Parc I la Llacuna Del Poblenou,Àlaba / Almogàvers,Saturday,September,9,0,Night,1,0,1,2,2.1915560000000003,41.398216999999995
2017S005303,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Garcia Fària / Bac de Roda,Saturday,June,17,20,Afternoon,1,0,1,2,2.2115110000000002,41.401814
2017S000604,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Ramon Turró / Ferrers,Monday,January,23,10,Morning,1,0,1,2,2.21028,41.405466
2017S000982,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Selva De Mar / Pg Taulat,Monday,February,6,7,Morning,1,0,1,2,2.213302,41.405646000000004
2017S004394,Ciutat Vella,El Raval,Josep Carner / Drassanes,Thursday,May,18,0,Night,3,0,3,2,2.176656,41.374429
2017S009532,Ciutat Vella,El Raval,Carme,Thursday,November,16,20,Afternoon,1,0,1,1,2.167196,41.380288
2017S005486,Ciutat Vella,El Raval,Nou de la Rambla,Friday,June,23,1,Night,1,0,1,1,2.170537,41.375415000000004
2017S005824,Ciutat Vella,El Raval,Portal de la Pau,Tuesday,July,4,19,Afternoon,1,0,1,1,2.176835,41.375294
2017S003530,Ciutat Vella,El Raval,Portal de Santa Madrona,Thursday,April,20,16,Afternoon,0,0,0,2,2.173452,41.375058
2017S010224,Ciutat Vella,El Raval,Litoral (Besòs),Sunday,December,10,0,Night,1,0,1,2,2.1762919999999997,41.372365
2017S004690,Ciutat Vella,El Raval,Drassanes,Saturday,May,27,15,Afternoon,1,0,1,1,2.176311,41.374765999999994
2017S008950,Ciutat Vella,El Raval,Litoral (Llobregat),Sunday,October,29,21,Afternoon,0,0,0,1,2.1776240000000002,41.374301
2017S006138,Sant Martí,la Vila Olímpica Del Poblenou,Doctor Trueta / Àlaba,Friday,July,14,10,Morning,1,0,1,2,2.197259,41.393964000000004
2017S006412,Sant Martí,la Vila Olímpica Del Poblenou,Gregal,Saturday,July,22,17,Afternoon,1,0,1,1,2.201007,41.38794
2017S010159,Sant Martí,la Vila Olímpica Del Poblenou,Ramon Trias Fargas / Salvador Espriu,Tuesday,December,5,16,Afternoon,1,0,1,1,2.194805,41.387167
2017S009541,Sant Martí,la Vila Olímpica Del Poblenou,Marítim de Nova Icària,Friday,November,17,1,Night,0,0,0,1,2.201603,41.391059000000006
2017S004456,Sant Martí,la Vila Olímpica Del Poblenou,Litoral (Besòs),Friday,May,19,21,Afternoon,2,0,2,2,2.199842,41.390438
2017S006063,Sant Martí,la Vila Olímpica Del Poblenou,Litoral (Llobregat),Wednesday,July,12,8,Morning,1,0,1,2,2.197996,41.389281
2017S007315,Sant Martí,la Vila Olímpica Del Poblenou,Icària / Moscou,Friday,September,1,14,Afternoon,1,0,1,1,2.194517,41.389066
2017S010684,Sant Martí,la Vila Olímpica Del Poblenou,Litoral,Wednesday,December,27,4,Night,1,0,1,5,2.197392,41.388013
2017S005596,Sant Martí,la Vila Olímpica Del Poblenou,Voluntaris Olímpics / Marina,Monday,June,26,23,Night,1,0,1,2,2.1959470000000003,41.388026
2017S008470,Sant Martí,la Vila Olímpica Del Poblenou,Ramon Turró,Saturday,October,14,13,Morning,0,0,0,6,2.189985,41.39035
2017S000738,Sant Martí,la Vila Olímpica Del Poblenou,Av Litoral,Saturday,January,28,2,Night,0,0,0,2,2.200096,41.389776
2017S009081,Ciutat Vella,El Raval,Drassanes,Friday,November,3,13,Morning,0,0,0,1,2.174252,41.376651
2017S001635,Ciutat Vella,El Barri Gòtic,Rda Litoral(Llobre,Tuesday,February,28,7,Morning,3,0,3,3,2.177375,41.373978
2017S004087,Ciutat Vella,El Barri Gòtic,Laietana / Argenteria,Monday,May,8,21,Afternoon,1,0,1,2,2.178907,41.383833
2017S010405,Ciutat Vella,El Barri Gòtic,Rambla,Saturday,December,16,18,Afternoon,1,0,1,2,2.1762479999999997,41.377971
2017S003383,Ciutat Vella,El Barri Gòtic,Colom,Thursday,April,13,21,Afternoon,1,0,1,2,2.179138,41.377884
2017S009528,Ciutat Vella,El Barri Gòtic,Catalunya,Thursday,November,16,18,Afternoon,1,0,1,1,2.170717,41.385915000000004
2017S008609,Ciutat Vella,El Barri Gòtic,Portal de la Pau / Colom,Thursday,October,19,17,Afternoon,1,0,1,2,2.176835,41.375294
2017S010397,Ciutat Vella,El Barri Gòtic,Portal de la Pau / Josep Carner,Saturday,December,16,10,Morning,1,0,1,2,2.177378,41.375299
2017S007088,Ciutat Vella,El Barri Gòtic,B-10 (Llobregat),Sunday,August,20,7,Morning,1,0,1,1,2.179935,41.377958
2017S006752,Ciutat Vella,El Barri Gòtic,Litoral (Llobregat),Friday,August,4,10,Morning,0,0,0,1,2.20493,41.444642
2017S005434,Ciutat Vella,El Barri Gòtic,Ferran,Wednesday,June,21,11,Morning,0,0,0,1,2.1767279999999998,41.382436
2017S000795,Ciutat Vella,El Raval,Hospital / Rbla Raval,Monday,January,30,11,Morning,1,0,1,1,2.168071,41.37976
2017S003242,Ciutat Vella,El Raval,Rambla,Saturday,April,8,3,Night,0,0,0,1,2.170357,41.384628
2017S008456,Ciutat Vella,El Raval,Pelai,Saturday,October,14,9,Morning,2,0,2,1,2.165437,41.385956
2017S009001,Ciutat Vella,El Raval,Pelai / Gravina,Tuesday,October,31,14,Afternoon,1,0,1,1,2.165814,41.385829
2017S006961,Ciutat Vella,El Raval,Pelai / Bergara,Sunday,August,13,16,Afternoon,1,0,1,2,2.167707,41.385668
2017S003212,Ciutat Vella,El Raval,Pelai,Wednesday,April,5,20,Afternoon,2,0,2,1,2.1693439999999997,41.385405
